date ,Organisme ,service ,moins de 1 an ,plus de 75 ans ,entre 1 et 75 ans ,TOTAL passages ,hospitalisés ,UHCD ,Transferts 
26/10/2013,Clinique des Diaconesses,SOS Main,0,1,36,37,0,0,0
26/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,2,8,69,79,2,10,1
26/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
26/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
25/10/2013,CCOM,CCOM Chirurgie,0,1,27,28,1,0,0
25/10/2013,CH Altkirch,Upatou,1,5,27,33,4,1,3
25/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,13,0,37,50,8,0,0
25/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,19,106,125,31,11,2
25/10/2013,CH de Guebwiller,UHTCD,0,3,28,31,2,3,0
25/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,10,0,25,35,5,1,0
25/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,21,104,125,18,11,3
25/10/2013,CH de Saverne,S.A.U. (ADULTES),0,20,45,65,15,5,1
25/10/2013,CH de Saverne,PEDIATRIE,4,0,16,20,2,0,0
25/10/2013,CH de Thann,Urgences,1,9,37,47,2,1,1
25/10/2013,CH de Wissembourg,Urgences ,0,8,28,36,13,2,1
25/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,71,88,46,7,1
25/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,12,0,35,47,8,8,0
25/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,29,29,11,0,0
25/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,29,31,1,1,0
25/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,75,90,35,0,2
25/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,6,45,51,7,0,0
25/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,5,64,69,7,8,0
25/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
25/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
24/10/2013,CCOM,CCOM Chirurgie,0,3,15,18,1,0,0
24/10/2013,CH Altkirch,Upatou,0,4,29,33,4,0,0
24/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,2,0,31,33,5,1,0
24/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,95,119,28,18,2
24/10/2013,CH de Guebwiller,UHTCD,0,10,33,43,5,5,3
24/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,16,0,19,35,7,1,0
24/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,19,100,120,14,15,7
24/10/2013,CH de Saverne,S.A.U. (ADULTES),0,10,34,44,11,2,0
24/10/2013,CH de Saverne,PEDIATRIE,5,0,15,20,0,0,0
24/10/2013,CH de Thann,Urgences,0,8,29,37,2,2,3
24/10/2013,CH de Wissembourg,Urgences ,0,7,24,31,9,0,1
24/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,9,67,76,42,4,0
24/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,0,0,39,39,4,4,0
24/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,9,0,34,43,6,5,0
24/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,25,25,11,0,0
24/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,18,75,93,31,0,0
24/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,36,38,8,0,1
24/10/2013,Clinique des Diaconesses,SOS Main,0,1,46,47,20,0,0
24/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,55,58,2,5,0
24/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
24/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
23/10/2013,CCOM,CCOM Chirurgie,0,1,20,21,4,0,0
23/10/2013,CH Altkirch,Upatou,0,4,27,31,2,2,0
23/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,38,45,9,0,0
23/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,86,108,17,8,0
23/10/2013,CH de Guebwiller,UHTCD,0,6,27,33,5,2,2
23/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,12,0,24,36,7,0,0
23/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,23,96,119,15,15,5
23/10/2013,CH de Saverne,PEDIATRIE,3,0,24,27,2,0,0
23/10/2013,CH de Saverne,S.A.U. (ADULTES),0,9,32,41,12,2,3
23/10/2013,CH de Thann,Urgences,1,4,33,38,2,2,2
23/10/2013,CH de Wissembourg,Urgences ,0,6,23,29,11,0,0
23/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,16,61,77,45,7,3
23/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,14,0,0
23/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,41,43,2,2,0
23/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,1,19,78,98,46,0,0
23/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,7,0,32,39,7,7,0
23/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,5,39,44,5,0,0
23/10/2013,Clinique des Diaconesses,SOS Main,0,1,51,52,18,0,1
23/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,7,47,55,1,5,2
23/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
23/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
22/10/2013,CCOM,CCOM Chirurgie,0,0,16,16,0,0,0
22/10/2013,CH Altkirch,Upatou,0,10,26,36,8,2,1
22/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,14,0,35,49,10,0,0
22/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,93,115,25,10,1
22/10/2013,CH de Guebwiller,UHTCD,0,2,41,43,0,1,1
22/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,18,31,4,1,0
22/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,11,106,117,8,12,1
22/10/2013,CH de Saverne,PEDIATRIE,5,0,15,20,0,1,0
22/10/2013,CH de Saverne,S.A.U. (ADULTES),0,17,32,49,16,7,1
22/10/2013,CH de Thann,Urgences,1,11,29,41,4,3,0
22/10/2013,CH de Wissembourg,Urgences ,1,11,21,33,13,1,0
22/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,21,63,84,45,2,1
22/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,39,41,2,2,0
22/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,15,88,103,36,0,0
22/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,16,0,50,66,9,9,0
22/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,7,0,0
22/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,3,45,49,5,0,0
22/10/2013,Clinique des Diaconesses,SOS Main,0,0,31,31,11,0,0
22/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,2,62,64,2,6,2
22/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
22/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
21/10/2013,CCOM,CCOM Chirurgie,0,2,25,27,3,0,0
21/10/2013,CH Altkirch,Upatou,0,0,22,22,2,0,1
21/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,8,0,34,42,6,0,0
21/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,24,118,142,20,11,0
21/10/2013,CH de Guebwiller,UHTCD,0,3,40,43,2,1,1
21/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,14,0,16,30,4,0,0
21/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,16,93,110,18,10,7
21/10/2013,CH de Saverne,PEDIATRIE,2,0,12,14,0,1,0
21/10/2013,CH de Saverne,S.A.U. (ADULTES),0,11,39,50,10,5,0
21/10/2013,CH de Thann,Urgences,0,4,40,44,4,1,2
21/10/2013,CH de Wissembourg,Urgences ,0,8,32,40,8,0,0
21/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,25,60,85,45,3,1
21/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,47,50,2,2,0
21/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,16,76,92,30,0,0
21/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,18,0,45,63,8,7,0
21/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,34,34,16,0,0
21/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,7,35,42,9,0,0
21/10/2013,Clinique des Diaconesses,SOS Main,0,2,41,43,0,0,0
21/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,3,79,83,1,11,9
21/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
21/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
20/10/2013,CCOM,CCOM Chirurgie,0,1,27,28,2,0,0
20/10/2013,CH Altkirch,Upatou,0,5,37,42,6,2,4
20/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,11,0,45,56,6,0,0
20/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,15,98,113,16,12,0
20/10/2013,CH de Guebwiller,UHTCD,0,4,41,45,5,1,3
20/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,34,45,6,1,1
20/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,20,118,139,10,12,5
20/10/2013,CH de Saverne,S.A.U. (ADULTES),0,12,36,48,9,5,1
20/10/2013,CH de Saverne,PEDIATRIE,8,0,17,25,3,0,0
20/10/2013,CH de Thann,Urgences,1,7,26,34,2,0,2
20/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,16,62,78,34,5,0
20/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,36,39,4,4,0
20/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,18,0,46,64,5,5,0
20/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,27,27,8,0,0
20/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,14,81,95,19,0,1
20/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,5,39,44,5,0,0
20/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,2,6,79,87,0,5,2
20/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
20/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
19/10/2013,CCOM,CCOM Chirurgie,0,0,28,28,3,0,0
19/10/2013,CH Altkirch,Upatou,0,7,49,56,11,3,2
19/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,41,50,5,0,0
19/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,21,103,124,29,12,5
19/10/2013,CH de Guebwiller,UHTCD,0,4,39,43,5,3,1
19/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,12,0,20,32,5,0,0
19/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,25,145,171,18,11,7
19/10/2013,CH de Saverne,S.A.U. (ADULTES),0,13,40,53,10,2,0
19/10/2013,CH de Saverne,PEDIATRIE,3,0,15,18,1,2,0
19/10/2013,CH de Thann,Urgences,0,7,40,47,3,0,2
19/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,83,100,42,6,3
19/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,14,0,47,61,8,8,0
19/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,28,28,9,0,0
19/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,57,60,6,6,0
19/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,22,90,112,25,0,0
19/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,5,44,49,8,0,4
19/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,3,68,71,1,5,0
19/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
19/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
18/10/2013,CCOM,CCOM Chirurgie,0,1,29,30,0,0,0
18/10/2013,CH Altkirch,Upatou,0,9,28,37,10,0,0
18/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,5,0,37,42,7,0,0
18/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,17,85,102,26,7,3
18/10/2013,CH de Guebwiller,UHTCD,0,5,34,39,2,1,0
18/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,25,36,3,1,0
18/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,30,112,143,16,12,3
18/10/2013,CH de Saverne,PEDIATRIE,4,0,18,22,3,3,0
18/10/2013,CH de Saverne,S.A.U. (ADULTES),0,12,42,54,11,1,1
18/10/2013,CH de Thann,Urgences,0,6,41,47,5,0,2
18/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,12,67,79,28,2,1
18/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,48,51,7,5,0
18/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,11,0,34,45,11,11,0
18/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,23,23,11,0,0
18/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,17,73,90,29,1,2
18/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,2,32,35,3,0,0
18/10/2013,Clinique des Diaconesses,SOS Main,0,2,42,44,0,9,0
18/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,2,67,69,3,6,2
18/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
18/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
17/10/2013,CCOM,CCOM Chirurgie,0,4,27,31,1,0,0
17/10/2013,CH Altkirch,Upatou,0,7,41,48,6,2,3
17/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,7,0,30,37,5,0,0
17/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,27,105,132,30,12,0
17/10/2013,CH de Guebwiller,UHTCD,0,8,28,36,3,1,3
17/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,14,0,36,50,10,1,0
17/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,21,103,124,16,7,4
17/10/2013,CH de Saverne,S.A.U. (ADULTES),0,14,41,55,12,6,0
17/10/2013,CH de Saverne,PEDIATRIE,12,0,13,25,1,1,0
17/10/2013,CH de Thann,Urgences,2,3,32,37,5,3,0
17/10/2013,CH de Wissembourg,Urgences ,0,3,21,24,6,0,0
17/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,17,69,86,35,4,0
17/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,19,0,32,51,5,6,0
17/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,26,26,16,0,0
17/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,19,76,95,42,0,1
17/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,48,53,6,7,0
17/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,3,42,46,3,0,1
17/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,2,4,66,72,1,4,1
17/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
17/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
16/10/2013,CCOM,CCOM Chirurgie,0,1,29,30,4,0,0
16/10/2013,CH Altkirch,Upatou,0,6,35,41,6,0,0
16/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,37,46,7,0,0
16/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,21,115,136,22,10,0
16/10/2013,CH de Guebwiller,UHTCD,0,6,54,60,0,2,1
16/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,13,0,23,36,9,0,0
16/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,26,106,132,25,13,5
16/10/2013,CH de Saverne,PEDIATRIE,6,0,15,21,1,0,0
16/10/2013,CH de Saverne,S.A.U. (ADULTES),0,10,32,42,11,1,0
16/10/2013,CH de Thann,Urgences,0,6,32,38,3,0,2
16/10/2013,CH de Wissembourg,Urgences ,0,12,34,46,12,2,2
16/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,14,57,71,36,7,4
16/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,9,0,36,45,8,8,0
16/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,1,22,23,8,0,0
16/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,2,0,41,43,6,6,0
16/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,18,78,96,32,1,0
16/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,4,34,39,2,0,1
16/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,44,48,0,3,0
16/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
16/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
15/10/2013,CCOM,CCOM Chirurgie,0,2,29,31,2,0,0
15/10/2013,CH Altkirch,Upatou,1,5,35,41,8,1,2
15/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,10,0,43,53,11,0,1
15/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,93,115,25,11,0
15/10/2013,CH de Guebwiller,UHTCD,0,3,28,31,3,4,2
15/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,9,0,24,33,6,1,0
15/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,0,14,105,119,14,9,2
15/10/2013,CH de Saverne,PEDIATRIE,3,0,13,16,2,0,0
15/10/2013,CH de Saverne,S.A.U. (ADULTES),0,6,41,47,6,6,0
15/10/2013,CH de Thann,Urgences,1,6,21,28,0,1,1
15/10/2013,CH de Wissembourg,Urgences ,0,4,22,26,5,2,1
15/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,13,62,75,40,8,1
15/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,11,73,84,23,0,0
15/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,3,0,45,48,3,3,0
15/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,13,0,43,56,7,6,0
15/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,31,31,17,0,0
15/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,6,33,39,4,1,0
15/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,4,60,65,1,6,3
15/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
15/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
14/10/2013,CCOM,CCOM Chirurgie,0,1,33,34,1,0,0
14/10/2013,CH Altkirch,Upatou,0,6,31,37,6,0,0
14/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,6,0,44,50,9,0,0
14/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,25,88,113,21,10,2
14/10/2013,CH de Guebwiller,UHTCD,0,5,44,49,4,1,2
14/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,31,42,7,0,0
14/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,2,26,102,130,17,12,4
14/10/2013,CH de Saverne,PEDIATRIE,4,0,14,18,2,0,0
14/10/2013,CH de Saverne,S.A.U. (ADULTES),0,14,46,60,7,7,0
14/10/2013,CH de Wissembourg,Urgences ,0,1,25,26,4,0,1
14/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,21,67,88,52,4,1
14/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,5,0,47,52,5,4,0
14/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,17,66,83,26,0,0
14/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,12,0,38,50,6,6,0
14/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),1,0,28,29,8,0,0
14/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,4,43,47,1,0,0
14/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,0,4,63,67,3,4,0
14/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
14/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
13/10/2013,CCOM,CCOM Chirurgie,0,1,19,20,1,0,0
13/10/2013,CH Altkirch,Upatou,0,7,36,43,5,1,0
13/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,48,57,8,0,0
13/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,15,114,129,21,13,0
13/10/2013,CH de Guebwiller,UHTCD,0,2,34,36,1,2,1
13/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,11,0,35,46,5,2,0
13/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,21,112,134,12,10,3
13/10/2013,CH de Saverne,PEDIATRIE,9,0,20,29,1,1,0
13/10/2013,CH de Saverne,S.A.U. (ADULTES),0,11,41,52,8,3,0
13/10/2013,CH de Thann,Urgences,0,6,30,36,1,1,2
13/10/2013,CH de Wissembourg,Urgences ,1,3,34,38,6,1,0
13/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,13,79,92,24,5,1
13/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,4,0,52,56,3,3,0
13/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,18,0,45,63,6,6,0
13/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,23,23,7,0,0
13/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,10,78,88,22,0,0
13/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),1,6,43,50,2,0,0
13/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,6,97,104,1,5,1
13/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
13/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
12/10/2013,CCOM,CCOM Chirurgie,0,1,8,9,1,0,0
12/10/2013,CH Altkirch,Upatou,1,10,22,33,6,0,0
12/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,9,0,41,50,4,0,0
12/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,22,110,132,23,9,3
12/10/2013,CH de Guebwiller,UHTCD,0,5,27,32,4,1,0
12/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,17,0,29,46,6,1,0
12/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,23,126,150,12,14,3
12/10/2013,CH de Saverne,S.A.U. (ADULTES),0,7,47,54,7,0,2
12/10/2013,CH de Saverne,PEDIATRIE,10,0,16,26,1,0,0
12/10/2013,CH de Thann,Urgences,1,8,39,48,3,1,0
12/10/2013,CH de Wissembourg,Urgences ,3,4,48,55,6,0,0
12/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,15,93,108,40,6,1
12/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,1,0,36,37,1,1,0
12/10/2013,CHU de Strasbourg(Hautepierre),Urgences Adulte HTP,0,19,81,100,32,0,0
12/10/2013,CHU de Strasbourg(Hautepierre),Urgences chirurgicales pédiatriques,11,0,38,49,7,7,0
12/10/2013,CHU de Strasbourg(Hautepierre),Gynéco-Obstétrique (HTP),0,0,28,28,13,0,0
12/10/2013,Clinique des 3 Frontières,UPATOU (Structure des urgences),0,2,40,42,4,0,0
12/10/2013,Clinique Ste Odile (Strasbourg,UPATOU,1,6,79,86,2,5,2
12/10/2013,CMCO,GYNECO-OBSTETRIQUE,0,0,0,0,0,0,0
12/10/2013,SIHCUS/CMCO,GYNECOLOGIE ET OBSTETRIQUE - CMCO,0,0,0,0,0,0,0
11/10/2013,CCOM,CCOM Chirurgie,0,2,29,31,3,0,0
11/10/2013,CH Altkirch,Upatou,1,3,38,42,2,0,0
11/10/2013,CH de Colmar (CMC Le Parc),SAU Le Parc,5,0,40,45,7,0,0
11/10/2013,CH de Colmar (Louis Pasteur),SAU Pasteur,0,16,113,129,20,11,3
11/10/2013,CH de Guebwiller,UHTCD,1,6,29,36,1,3,1
11/10/2013,CH de Mulhouse ( Hasenrain),PEDIATRIE NEONATOLOGIE,15,0,17,32,7,2,0
11/10/2013,CH de Mulhouse (Emile Muller-Moenschberg,URGENCES,1,19,124,144,26,12,5
11/10/2013,CH de Saverne,S.A.U. (ADULTES),0,9,42,51,10,4,2
11/10/2013,CH de Saverne,PEDIATRIE,6,0,20,26,1,3,1
11/10/2013,CH de Thann,Urgences,0,11,31,42,4,2,2
11/10/2013,CH de Wissembourg,Urgences ,0,5,26,31,3,0,2
11/10/2013,CHU de Strasbourg (Hôp. Civil),Urgences Médico-Chirurgicales NHC,0,18,53,71,31,3,1
